id,order_number,status,total_amount,shipping_provider,tracking_number,shipping_status,estimated_delivery,notes,created_at,updated_at,customer_name,customer_phone,customer_email,customer_address,products_summary
1a366a7d-1d9b-41ee-8d47-627a759b8912,11,shipped,56.0,aras,ARAS16789850,yolda,2026-05-09,,2026-05-08T20:55:00,2026-05-09T04:55:00,Uz. Gülev Arslan Bilir,905507067228,zenginsirivan@example.net,"500 Zorlu Walk, side, Antalya",Brokoli(2 adet)
ad5fd535-b39b-400b-a30d-661f72fae30d,12,pending,87.0,,,,,,2026-05-08T11:55:00,2026-05-08T16:55:00,Bay Oruç Çorlu,905552166941,berentevetoglu@example.org,"1939 Nursim Common, haven, Bursa","Sivri Biber(4 kg), Kırmızı Lahana(1 kg)"
f9939c7e-9627-4176-beb9-6b15a2a2b6e6,13,pending,693.0,,,,,Soğuk zincir gerekli.,2026-05-08T04:47:17.179378,2026-05-08T05:47:17.179378,Yeşil Bilge,905194612365,ibilir@example.net,"465 Akçay Path, burgh, Antalya","Yeşil Mercimek(2 kg), Kuru Kayısı(2 kg), Riviera Zeytinyağı(3 litre)"
1211074b-b0aa-4a5b-95e8-60f6b34f1f46,14,pending,144.0,,,,,,2026-05-09T08:28:17.179378,2026-05-09T17:28:17.179378,Minibe Seblâ Tevetoğlu Zorlu,905504684531,kisakurekmehrigul@example.org,"60883 Şafak Cliff Suite 951, chester, Balıkesir",Kuru Fasulye(4 kg)
ef46c404-5c24-4537-a2df-5d38b94a9102,15,pending,110.0,,,,,"İş yeri adresi, gündüz saatlerinde teslim.",2026-05-09T02:26:17.179378,2026-05-09T13:26:17.179378,Elhan Zorlu,905243341057,durmuskorkmazalp@example.net,"79402 Şama Harbors Apt. 351, land, Bursa",Kapya Biber(5 kg)
53471ada-1095-441f-b101-a5fb984701b9,16,pending,353.0,,,,,,2026-05-09T14:35:17.179378,2026-05-10T01:35:17.179378,Nalân Sezgin Bilge,905399996414,yukselkayrabay@example.org,"62473 Asliye Valley Apt. 080, ton, Trabzon","Brokoli(1 adet), Kuru Fasulye(5 kg), Fındık(1 kg)"
0cdb05cf-22f7-4e97-817a-c307af8a4202,17,pending,235.0,,,,,,2026-05-08T10:18:17.179378,2026-05-08T16:18:17.179378,Zeyno Ertaş,905195443951,nyorulmaz@example.com,"096 Yılmaz Knoll Suite 668, chester, Kayseri","Armut(4 kg), Brokoli(2 adet), Karnabahar(3 adet)"
fbc83616-fb7f-423e-a691-8cf55fdb236f,18,confirmed,225.0,,,,,Komşuya bırakabilirsiniz.,2026-05-09T03:52:17.179378,2026-05-09T09:52:17.179378,Ziyaettin Aslan,905171419610,muhammetyaman@example.net,"819 Türk Burgs, ville, Eskişehir","Kabak(2 kg), Kapya Biber(5 kg), Kırmızı Mercimek(3 kg)"
c3f82eed-d437-4d65-9a4c-624b96b657a9,19,confirmed,605.0,,,,,,2026-05-09T11:08:17.179378,2026-05-09T12:08:17.179378,Dr. Hayel Aslan Dumanlı,905417637601,demirelserhatmehmet@example.org,"5812 Müslum Lights Apt. 316, view, Eskişehir","Kırmızı Lahana(5 kg), Çiçek Balı(3 kavanoz)"
04012766-058b-4a92-b404-709bdd37fe13,20,confirmed,147.5,,,,,Komşuya bırakabilirsiniz.,2026-05-07T01:12:17.179378,2026-05-07T06:12:17.179378,Alattin Yüksel,905144539704,xmansiz@example.org,"9367 Yüksel Drive Apt. 163, berg, Antalya","Kabak(1 kg), Marul(1 adet), Karnabahar(5 adet)"
fc0b88f2-0f18-452f-b90f-78e2f65aa916,21,confirmed,248.7,,,,,,2026-05-08T11:46:17.179378,2026-05-08T16:46:17.179378,Feyha Korutürk,905324514944,tdurmus@example.com,"12805 Adila Crossroad, berg, Konya","Soğan(3 kg), Elma Sirkesi(5 şişe)"
eaad9f0f-ffcd-40f8-8ebd-9166be54fc4e,22,confirmed,94.5,,,,,Hafif taşıyınız.,2026-05-08T22:04:17.179378,2026-05-09T01:04:17.179378,Canseven Ergül Akdeniz,905572458591,necva40@example.net,"161 Karadeniz Road Suite 931, land, Eskişehir","Salatalık(3 kg), Organik Domates(2 kg)"
480a1770-4983-4a9e-bbe1-a50b07a9e203,23,preparing,58.9,,,,,Komşuya bırakabilirsiniz.,2026-05-06T00:46:17.179378,2026-05-06T09:46:17.179378,Uz. Gülev Arslan Bilir,905507067228,zenginsirivan@example.net,"500 Zorlu Walk, side, Antalya","Yeşil Mercimek(1 kg), Organik Domates(1 kg)"
2f004d61-72b2-4995-9ecc-2ee25b5d2d74,24,preparing,371.5,,,,,Kapı zilini çalın lütfen.,2026-05-08T06:54:17.179378,2026-05-08T12:54:17.179378,Alattin Yüksel,905144539704,xmansiz@example.org,"9367 Yüksel Drive Apt. 163, berg, Antalya","Beyaz Lahana(1 kg), Tereyağı(3 kg), Marul(3 adet)"
bdd56406-92ce-4a14-a85a-b7a2a10ebf7f,25,preparing,445.0,,,,,,2026-05-08T10:49:17.179378,2026-05-08T20:49:17.179378,Prof. Vâlâ Sakarya,905209961380,cbilge@example.com,"75433 Seyyide Fields, view, Eskişehir",Beyaz Peynir(5 kg)
86aa7b60-829b-45c9-8b0c-c10eae764626,26,shipped,32.7,yurtici,YK33763566,yolda,2026-05-12,,2026-04-25T10:36:17.179378,2026-04-25T21:36:17.179378,Uz. Müslum Kasim Aslan,905249478454,ugurhayrioglu@example.org,"56413 Bilir Shoal, side, Bursa",Havuç(3 kg)
cc74cea5-5c0a-4c7e-9b53-38d01dddb958,27,shipped,390.0,yurtici,YK24508349,yolda,2026-05-12,Soğuk zincir gerekli.,2026-04-25T11:14:17.179378,2026-04-25T19:14:17.179378,Seçgül Dumanlı,905126292423,ntarhan@example.net,"214 Çorlu Viaduct Apt. 433, chester, Diyarbakır",Sızma Zeytinyağı(2 litre)
508dd4c0-8083-43b0-9856-6be80d165c46,28,shipped,100.0,aras,ARAS98588154,yolda,2026-05-10,,2026-05-01T11:17:17.179378,2026-05-01T22:17:17.179378,Yeşil Bilge,905194612365,ibilir@example.net,"465 Akçay Path, burgh, Antalya","Üzüm (Çekirdeksiz)(1 kg), Mandalina(3 kg)"
3e36eafe-064c-4283-83dd-72ee03af8107,29,shipped,68.7,mng,MNG13704481,yolda,2026-05-09,"İş yeri adresi, gündüz saatlerinde teslim.",2026-04-27T20:38:17.179378,2026-04-28T06:38:17.179378,Nalân Sezgin Bilge,905399996414,yukselkayrabay@example.org,"62473 Asliye Valley Apt. 080, ton, Trabzon","Havuç(3 kg), Kuru Fasulye(1 kg)"
2ab12592-6e78-4c3b-a454-44d4303b58f6,30,shipped,92.5,mng,MNG68571795,yolda,2026-05-09,,2026-04-29T18:41:17.179378,2026-04-29T19:41:17.179378,Sırriye Bilir,905325437923,irfanihsanoglu@example.net,"76311 Ergül Manors Suite 701, bury, Konya","Nohut(3 kg), Patates(1 kg)"
974f5512-ee82-46ef-b689-6a6427c74b63,31,shipped,285.0,yurtici,YK58884978,yolda,2026-05-12,,2026-04-28T00:48:17.179378,2026-04-28T11:48:17.179378,Zeyno Ertaş,905195443951,nyorulmaz@example.com,"096 Yılmaz Knoll Suite 668, chester, Kayseri",Kuru Kayısı(3 kg)
890b7d32-2fcd-443b-9dce-0c8cb2abe329,32,shipped,625.0,mng,MNG99508850,yolda,2026-05-12,Komşuya bırakabilirsiniz.,2026-05-05T08:59:17.179378,2026-05-05T12:59:17.179378,Minibe Seblâ Tevetoğlu Zorlu,905504684531,kisakurekmehrigul@example.org,"60883 Şafak Cliff Suite 951, chester, Balıkesir","Tulum Peyniri(3 kg), Domates Salçası(5 kg)"
2bc8a9d2-223d-46a5-9d23-862baee99fc5,33,shipped,176.7,yurtici,YK92613013,yolda,2026-05-11,Soğuk zincir gerekli.,2026-04-30T05:48:17.179378,2026-04-30T12:48:17.179378,Prof. Vâlâ Sakarya,905209961380,cbilge@example.com,"75433 Seyyide Fields, view, Eskişehir","Yeşil Mercimek(3 kg), Organik Domates(3 kg)"
fa30d58b-998c-4018-8a51-6fbfd1b5c04b,34,shipped,628.8,ptt,PTT69295515,yolda,2026-05-12,,2026-04-26T22:11:17.179378,2026-04-27T09:11:17.179378,Feyha Korutürk,905324514944,tdurmus@example.com,"12805 Adila Crossroad, berg, Konya","Soğan(2 kg), Organik Un(1 kg), Sızma Zeytinyağı(3 litre)"
34adb86d-bc3a-44e2-aef5-fef4d2d99367,35,shipped,11.5,yurtici,YK51663795,yolda,2026-05-10,Kapı zilini çalın lütfen.,2026-04-26T08:26:17.179378,2026-04-26T12:26:17.179378,Feyha Korutürk,905324514944,tdurmus@example.com,"12805 Adila Crossroad, berg, Konya",Beyaz Lahana(1 kg)
f40ba2ea-3336-4d9e-8983-d4f56e84faaf,36,shipped,552.0,ptt,PTT94525678,yolda,2026-05-10,Kapı zilini çalın lütfen.,2026-04-29T16:02:17.179378,2026-04-29T18:02:17.179378,Feyha Korutürk,905324514944,tdurmus@example.com,"12805 Adila Crossroad, berg, Konya","Domates Salçası(4 kg), Lor Peyniri(2 kg), Riviera Zeytinyağı(2 litre)"
b1d0ad33-41e5-4489-aeb4-b3bc1811ad04,37,shipped,500.0,ptt,PTT16740197,şubede_beklemede,2026-05-07,,2026-04-20T11:20:17.179378,2026-04-20T22:20:17.179378,Uz. Köker Nurullah Güçlü,905342322047,ogetakcay@example.org,"0647 Şafak Square, land, Balıkesir",Çam Balı(2 kavanoz)
7b1f89fd-e2f4-4cb1-9865-54c287c2ed6f,38,shipped,1149.0,ptt,PTT92228802,şubede_beklemede,2026-05-05,Hafif taşıyınız.,2026-04-23T23:11:17.179378,2026-04-24T08:11:17.179378,Ercihan Arsoy,905242694522,gulel78@example.net,"808 İhsanoğlu Shore Apt. 241, stad, Diyarbakır","Çiçek Balı(4 kavanoz), Kırmızı Lahana(3 kg), Sızma Zeytinyağı(2 litre)"
c84b4210-9632-484e-9f56-c4f5aa9a3603,39,shipped,66.0,ptt,PTT20399639,şubede_beklemede,2026-05-06,,2026-04-25T11:14:17.179378,2026-04-25T20:14:17.179378,Nezize Aygönenç Akçay,905532197935,mahir31@example.com,"232 İlmafer Burg Apt. 563, ton, Trabzon",Mandalina(3 kg)
9fa9b652-0656-4691-8456-7128d9f7e288,40,shipped,112.0,ptt,PTT30509175,şubede_beklemede,2026-05-07,,2026-05-01T14:17:17.179378,2026-05-01T23:17:17.179378,Uz. Müslum Kasim Aslan,905249478454,ugurhayrioglu@example.org,"56413 Bilir Shoal, side, Bursa",Yoğurt(4 kg)
f6dcfcca-f43f-4d16-8121-b1850ada6d3d,41,delivered,352.6,ptt,PTT62274692,teslim_edildi,2026-03-09,Hafif taşıyınız.,2026-03-06T17:18:17.179378,2026-03-07T00:18:17.179378,Uz. Köker Nurullah Güçlü,905342322047,ogetakcay@example.org,"0647 Şafak Square, land, Balıkesir","Cherry Domates(4 kg), Nohut(1 kg), Lor Peyniri(3 kg)"
6ee64946-9e8f-4d2c-8807-1897f62bc69e,42,delivered,690.0,yurtici,YK75529051,teslim_edildi,2026-03-12,,2026-03-11T18:44:17.179378,2026-03-12T05:44:17.179378,Ercihan Arsoy,905242694522,gulel78@example.net,"808 İhsanoğlu Shore Apt. 241, stad, Diyarbakır","Tereyağı(1 kg), Riviera Zeytinyağı(4 litre)"
f5fafad3-4a00-485e-aebb-5cdbc9a21cc6,43,delivered,380.5,ptt,PTT27129912,teslim_edildi,2026-03-17,,2026-03-14T12:38:17.179378,2026-03-14T15:38:17.179378,Minibe Seblâ Tevetoğlu Zorlu,905504684531,kisakurekmehrigul@example.org,"60883 Şafak Cliff Suite 951, chester, Balıkesir","Cherry Domates(5 kg), Tulum Peyniri(1 kg), Kuru Fasulye(1 kg)"
b8441786-ae38-4407-99ef-931a4567dbfa,44,delivered,206.0,ptt,PTT53936531,teslim_edildi,2026-03-07,,2026-03-06T17:15:17.179378,2026-03-06T22:15:17.179378,Sevican Manço Eraslan,905454335942,oksevenkoruturk@example.net,"969 Arsoy Forges Apt. 871, fort, İstanbul","Armut(4 kg), Üzüm (Çekirdeksiz)(3 kg)"
f6880db3-e9eb-4560-98be-abfd169d6e5c,45,delivered,181.8,aras,ARAS56970882,teslim_edildi,2026-04-25,Kapı zilini çalın lütfen.,2026-04-24T17:44:17.179378,2026-04-25T03:44:17.179378,Bay Oruç Çorlu,905552166941,berentevetoglu@example.org,"1939 Nursim Common, haven, Bursa","Kapya Biber(1 kg), Kuru Üzüm(2 kg), Salatalık(2 kg)"
8e8ac5ec-86ba-4502-9ae8-5cdc0faaee77,46,delivered,164.0,aras,ARAS85694715,teslim_edildi,2026-04-16,"İş yeri adresi, gündüz saatlerinde teslim.",2026-04-15T14:01:17.179378,2026-04-15T17:01:17.179378,Sebigül Ferhan Ertaş,905475667265,gulildes@example.com,"148 Göksev Landing, ville, Kayseri","Domates Salçası(3 kg), Karnabahar(2 adet)"
bff66e48-e148-4727-9bbe-3e68f78df14d,47,delivered,187.5,mng,MNG87282128,teslim_edildi,2026-03-29,Soğuk zincir gerekli.,2026-03-26T00:30:17.179378,2026-03-26T02:30:17.179378,Prof. Ferzi Asım Akdeniz,905121499914,denkelkisakurek@example.com,"525 Bilir Skyway Suite 192, ton, Adana","Tulum Peyniri(1 kg), Patates(5 kg)"
197f48db-3ac0-4287-82a9-fbefa2fc7165,48,delivered,200.0,aras,ARAS85958181,teslim_edildi,2026-03-27,,2026-03-26T20:53:17.179378,2026-03-27T07:53:17.179378,Bayan Çolpan Hurican Çamurcuoğlu Akdeniz,905556279418,ertasertuncay@example.com,"9868 Akçay Estate Suite 743, burgh, Balıkesir","Kırmızı Mercimek(3 kg), Tereyağı(1 kg)"
af833c1b-5df6-44d5-a14f-991511831533,49,delivered,1380.0,ptt,PTT24165187,teslim_edildi,2026-03-24,Komşuya bırakabilirsiniz.,2026-03-22T04:39:17.179378,2026-03-22T16:39:17.179378,Ziyaettin Aslan,905171419610,muhammetyaman@example.net,"819 Türk Burgs, ville, Eskişehir","Badem(2 kg), Çam Balı(4 kavanoz)"
908c2b59-76b1-46b4-8aba-9cb1d0b49c11,50,delivered,172.0,ptt,PTT72394301,teslim_edildi,2026-03-01,,2026-02-27T09:52:17.179378,2026-02-27T13:52:17.179378,Nezize Aygönenç Akçay,905532197935,mahir31@example.com,"232 İlmafer Burg Apt. 563, ton, Trabzon","Kuru Fasulye(2 kg), Mandalina(1 kg), Armut(3 kg)"
60c7c2c8-55a5-4079-8c94-b87c0ecfff7b,51,delivered,125.8,ptt,PTT55150390,teslim_edildi,2026-03-06,,2026-03-05T22:49:17.179378,2026-03-06T03:49:17.179378,Esenbay Arslan,905397120868,ucgulsama@example.org,"740 Risalet Manors Suite 005, ville, Antalya","Armut(4 kg), Havuç(2 kg)"
5640e605-9f43-421a-8892-b27cdc09aa44,52,delivered,241.6,mng,MNG84597009,teslim_edildi,2026-03-22,Soğuk zincir gerekli.,2026-03-21T22:47:17.179378,2026-03-22T10:47:17.179378,Sümeyye Hayrioğlu,905208090293,hyildirim@example.com,"03911 Alemdar Cliff Apt. 278, burgh, Samsun","Patates(4 kg), Patlıcan(4 kg), Brokoli(5 adet)"
b7120090-abfc-47fa-aff0-a8ba6be93b4d,53,delivered,505.0,ptt,PTT12314351,teslim_edildi,2026-03-05,,2026-03-04T20:00:17.179378,2026-03-05T04:00:17.179378,Nezize Aygönenç Akçay,905532197935,mahir31@example.com,"232 İlmafer Burg Apt. 563, ton, Trabzon","Sarımsak(2 kg), Tulum Peyniri(3 kg)"
5e143c87-b64d-4584-b8ff-a7d1112b4375,54,delivered,114.0,mng,MNG57219209,teslim_edildi,2026-02-26,"İş yeri adresi, gündüz saatlerinde teslim.",2026-02-23T07:04:17.179378,2026-02-23T19:04:17.179378,Kader Bilir,905245855124,nevsal46@example.org,"5107 Bilender Plain Apt. 842, chester, Eskişehir","Mandalina(3 kg), Elma (Amasya)(2 kg)"
fb320eab-d0cf-4355-97ed-6ab7dde478b8,55,delivered,1193.0,yurtici,YK35708194,teslim_edildi,2026-04-11,"İş yeri adresi, gündüz saatlerinde teslim.",2026-04-10T14:44:17.179378,2026-04-10T18:44:17.179378,Erdogan Ebuakil Erdoğan Şama,905157374122,zenginhuda@example.org,"10310 Erdoğan Passage, mouth, Ankara","Sızma Zeytinyağı(5 litre), Mandalina(5 kg), Kuru Fasulye(3 kg)"
c41a7120-7e46-40ed-abcb-a1d7b8560444,56,delivered,164.7,mng,MNG11898961,teslim_edildi,2026-03-31,Komşuya bırakabilirsiniz.,2026-03-28T07:20:17.179378,2026-03-28T18:20:17.179378,Sebigül Ferhan Ertaş,905475667265,gulildes@example.com,"148 Göksev Landing, ville, Kayseri","Marul(1 adet), Mandalina(5 kg), Salatalık(3 kg)"
e1b396e5-a783-45d0-8a60-5e4bf21e5d80,57,delivered,66.7,mng,MNG73001391,teslim_edildi,2026-03-05,,2026-03-03T17:55:17.179378,2026-03-03T19:55:17.179378,Prof. Ferzi Asım Akdeniz,905121499914,denkelkisakurek@example.com,"525 Bilir Skyway Suite 192, ton, Adana","Üzüm (Çekirdeksiz)(1 kg), Havuç(3 kg)"
1bc8fb34-0146-4a17-a552-fa56c015292f,58,delivered,220.5,aras,ARAS30364454,teslim_edildi,2026-04-27,Soğuk zincir gerekli.,2026-04-26T03:27:17.179378,2026-04-26T12:27:17.179378,Nalân Sezgin Bilge,905399996414,yukselkayrabay@example.org,"62473 Asliye Valley Apt. 080, ton, Trabzon","Elma (Amasya)(1 kg), Patlıcan(5 kg), Brokoli(4 adet)"
942f6188-b77f-44eb-a8d1-367511440699,59,delivered,394.5,ptt,PTT50987442,teslim_edildi,2026-03-20,"İş yeri adresi, gündüz saatlerinde teslim.",2026-03-17T04:12:17.179378,2026-03-17T07:12:17.179378,Uz. Gülev Arslan Bilir,905507067228,zenginsirivan@example.net,"500 Zorlu Walk, side, Antalya","Sivri Biber(2 kg), Ceviz(2 kg), Kabak(3 kg)"
e08b4f77-fb8b-4be0-bc0c-b05efe6b99f8,60,delivered,587.0,yurtici,YK10359129,teslim_edildi,2026-04-06,Kapı zilini çalın lütfen.,2026-04-04T01:27:17.179378,2026-04-04T05:27:17.179378,Sevican Manço Eraslan,905454335942,oksevenkoruturk@example.net,"969 Arsoy Forges Apt. 871, fort, İstanbul","Domates Salçası(4 kg), Fındık(3 kg)"
2971a338-23c5-45e9-8be0-2df3d9e50c48,61,delivered,125.0,ptt,PTT19553585,teslim_edildi,2026-04-01,Soğuk zincir gerekli.,2026-03-29T08:47:17.179378,2026-03-29T15:47:17.179378,Laze Bilge,905397366205,ocalansagit@example.com,"850 Rasul Fall Suite 019, furt, İzmir",Karnabahar(5 adet)
d603a094-0fb7-4acd-8cf9-c741f81455e4,62,delivered,37.0,yurtici,YK45652586,teslim_edildi,2026-04-21,Hafif taşıyınız.,2026-04-20T10:50:17.179378,2026-04-20T20:50:17.179378,Ercihan Arsoy,905242694522,gulel78@example.net,"808 İhsanoğlu Shore Apt. 241, stad, Diyarbakır",Sivri Biber(2 kg)
6a0173ce-e068-4897-8f2a-b07cf3eae553,63,delivered,839.0,aras,ARAS72907576,teslim_edildi,2026-02-24,,2026-02-21T09:03:17.179378,2026-02-21T17:03:17.179378,Zeyno Ertaş,905195443951,nyorulmaz@example.com,"096 Yılmaz Knoll Suite 668, chester, Kayseri","Domates Salçası(3 kg), Tulum Peyniri(5 kg)"
3f34d98a-994b-4d33-802b-fe97e8b5dd45,64,delivered,164.3,ptt,PTT53261270,teslim_edildi,2026-03-11,Kapı zilini çalın lütfen.,2026-03-08T23:29:17.179378,2026-03-09T10:29:17.179378,Canseven Ergül Akdeniz,905572458591,necva40@example.net,"161 Karadeniz Road Suite 931, land, Eskişehir","Cherry Domates(2 kg), Patlıcan(5 kg)"
bd2ea55e-d2b8-43cd-bdce-88c706681c13,65,delivered,1031.6,yurtici,YK73149551,teslim_edildi,2026-04-03,"İş yeri adresi, gündüz saatlerinde teslim.",2026-03-31T16:43:17.179378,2026-04-01T00:43:17.179378,Esenbay Arslan,905397120868,ucgulsama@example.org,"740 Risalet Manors Suite 005, ville, Antalya","Çiçek Balı(5 kavanoz), Mandalina(4 kg), Havuç(4 kg)"
5f600a2a-39a9-42f6-8703-56e3ac123ca7,66,delivered,694.0,aras,ARAS31585546,teslim_edildi,2026-03-23,,2026-03-21T08:11:17.179378,2026-03-21T09:11:17.179378,Uz. Köker Nurullah Güçlü,905342322047,ogetakcay@example.org,"0647 Şafak Square, land, Balıkesir","Domates Salçası(3 kg), Riviera Zeytinyağı(4 litre)"
e34aa796-a195-453d-9869-13d5f09ffce5,67,delivered,509.6,mng,MNG25558733,teslim_edildi,2026-03-09,Soğuk zincir gerekli.,2026-03-07T08:15:17.179378,2026-03-07T17:15:17.179378,Canseven Ergül Akdeniz,905572458591,necva40@example.net,"161 Karadeniz Road Suite 931, land, Eskişehir","Organik Domates(4 kg), Kuru Kayısı(4 kg), Kırmızı Mercimek(1 kg)"
08e957f0-e450-4950-8caa-522013ac164d,68,delivered,142.0,ptt,PTT16927215,teslim_edildi,2026-03-20,,2026-03-19T02:51:17.179378,2026-03-19T04:51:17.179378,Feyha Korutürk,905324514944,tdurmus@example.com,"12805 Adila Crossroad, berg, Konya","Yeşil Mercimek(3 kg), Marul(4 adet)"
bd1ec039-6a7c-49ed-ade8-7e91bc09e45a,69,delivered,120.9,yurtici,YK31257157,teslim_edildi,2026-05-02,,2026-04-30T22:40:17.179378,2026-05-01T00:40:17.179378,Nezize Aygönenç Akçay,905532197935,mahir31@example.com,"232 İlmafer Burg Apt. 563, ton, Trabzon","Organik Domates(1 kg), Yeşil Mercimek(2 kg), Yoğurt(1 kg)"
70344915-c119-4ee8-9627-adee3ad09fef,70,delivered,502.0,mng,MNG78299645,teslim_edildi,2026-02-14,,2026-02-11T14:00:17.179378,2026-02-11T23:00:17.179378,Alattin Yüksel,905144539704,xmansiz@example.org,"9367 Yüksel Drive Apt. 163, berg, Antalya","Yoğurt(4 kg), Sızma Zeytinyağı(2 litre)"
bf85a623-68a2-4f19-87dc-919e018aead3,71,delivered,130.0,yurtici,YK19369750,teslim_edildi,2026-04-18,Hafif taşıyınız.,2026-04-16T11:33:17.179378,2026-04-16T23:33:17.179378,Nalân Sezgin Bilge,905399996414,yukselkayrabay@example.org,"62473 Asliye Valley Apt. 080, ton, Trabzon","Üzüm (Çekirdeksiz)(3 kg), Organik Un(1 kg)"
561e5aec-26df-4b3e-a407-a8abf0130061,72,delivered,1556.0,ptt,PTT29944139,teslim_edildi,2026-03-28,,2026-03-26T23:54:17.179378,2026-03-27T05:54:17.179378,Alattin Yüksel,905144539704,xmansiz@example.org,"9367 Yüksel Drive Apt. 163, berg, Antalya","Sızma Zeytinyağı(5 litre), Beyaz Peynir(5 kg), Üzüm (Çekirdeksiz)(4 kg)"
366bbb98-2d95-406f-8bfc-037f62472033,73,delivered,104.0,ptt,PTT41348220,teslim_edildi,2026-04-12,,2026-04-10T10:55:17.179378,2026-04-10T17:55:17.179378,Laze Bilge,905397366205,ocalansagit@example.com,"850 Rasul Fall Suite 019, furt, İzmir",Armut(4 kg)
97afc151-5f0e-432c-ac11-5e2ccda3aac6,74,delivered,240.5,ptt,PTT14968688,teslim_edildi,2026-02-09,,2026-02-08T22:22:17.179378,2026-02-08T23:22:17.179378,Seçgül Dumanlı,905126292423,ntarhan@example.net,"214 Çorlu Viaduct Apt. 433, chester, Diyarbakır","Kuru Fasulye(4 kg), Üzüm (Çekirdeksiz)(1 kg), Kabak(5 kg)"
32a7359f-6647-49af-836c-25f6f4500948,75,delivered,678.0,aras,ARAS73013961,teslim_edildi,2026-04-17,,2026-04-15T22:22:17.179378,2026-04-16T09:22:17.179378,Uz. Köker Nurullah Güçlü,905342322047,ogetakcay@example.org,"0647 Şafak Square, land, Balıkesir","Ceviz(4 kg), Domates Salçası(1 kg)"
5bf097af-c45d-4d00-96fc-4f161bebc302,76,delivered,312.0,ptt,PTT82613940,teslim_edildi,2026-02-26,,2026-02-25T07:51:17.179378,2026-02-25T09:51:17.179378,Nalân Sezgin Bilge,905399996414,yukselkayrabay@example.org,"62473 Asliye Valley Apt. 080, ton, Trabzon","Kapya Biber(3 kg), Brokoli(2 adet), Badem(1 kg)"
